restaurant name,category,rating,cost for two,area,locality,address,veg,long distance delivery,city
ahho thali aali,"north indian,thalis",3.8,99,vivekanand nagar,nagpur_test,achariz food khamla road jaiprakash nagar near vvv public school zone no 1 laxminagar nagpur urban nagpur 1 maharashtra 440025,True,0,nagpur
ideal restaurant,"south indian,indian,continental,chinese",4.4,300,wardhaman nagar,wardhaman nagar,"opposite big bazar, hiwari nagar, wardhaman nagar, nagpur",True,1,nagpur
s n chinese food,chinese,3.8,300,jaitala,pratap nagar,"plot no. 1276, sanket dham society, hingna road, nagpur",False,0,nagpur
the curry rise,"north indian,sweets",3.8,99,wardha road,wardha road,"achariz food khamla road jaiprakash  nagar near vvv public school, zone no.1 - laxminagar, nagpur urban, nagpur-1,  maharashtra - 440025",False,0,nagpur
99 thali/ahho thali aali,"thalis,indian",3.0,200,pratap nagar,pratap nagar,achariz food khamla road jaiprakash nagar near vvv public school zone no 1 laxminagar nagpur urban nagpur 1 maharashtra 440025,False,0,nagpur
thali meals,"thalis,indian",2.6,500,khamla,"pratab nagar, thali","achariz food khamla road jaiprakash nagar near vvv public school, zone no1  laxminagar, nagpur urban nagpur 1 maharashtra 440025",False,0,nagpur
shree vyankeshwara hotchips,"snacks,indian",3.8,200,sadar,sadar,shop no 07 kudrat plaza jafar nagar chowk nagpur nagpur urban nagpur 1 maharashtra,True,0,nagpur
bollywood chaupati,"chaat,snacks,street food",3.8,70,ayodhya nagar,ayodhya nagar,"plot no. 1, mata kacheri layout ,  ambika nagar , manewada road,  nagpur, zone no.3 -neharunagar,  nagpur urban, nagpur-1, maharashtra -  440024",True,0,nagpur
paratha singh,"indian,beverages,sweets",3.8,99,wardha road,wardha road,"achariz food khamla road jaiprakash  nagar near vvv public school, zone no.1 - laxminagar, nagpur urban, nagpur-1,  maharashtra - 440025",False,0,nagpur
upwas uphargruha,indian,3.8,150,pratap nagar,pratap nagar,"shop lgf 5, sewalkar garden complex, south ambazari rd, sewalkar garden complex,3, , zone no.1 -laxminagar, nagpur(urban), nagpur, maharashtra -440022",False,0,nagpur
barbeque pav bhaji,"north indian,fast food,barbecue",3.8,199,pratap nagar,pratap nagar,"house no. 11. s e railway colony, pratap nagar, nagpur , nagpur (urban), nagpur, , maharashtra, 440022",False,0,nagpur
siddhivinayak food junction,"maharashtrian,street food,chinese",3.8,150,ayodhya nagar,ayodhya nagar,"plot no. 112, near bashishwar putla, dwarka nagar, new subhedar layout, ayodhya nagar",True,0,nagpur
d bite,"fast food,north indian",3.8,300,nandanvan,nandanvan,"shreeji row house bunglow no 2 near swaminarayan temple wathoda nagpur, zone no.8- lakadganj , nagpur (urban), nagpur, maharashtra-440008",False,0,nagpur
pizzeria,"pizzas,fast food,beverages",3.8,200,ayodhya nagar,ayodhya nagar,"house no 45533/22 sanjay gandhi nagar , zone no-5 - hanumannagar, nagar urban , nagpur -1,maharashtra-440024",False,0,nagpur
bbc courtyard,"indian,chinese,north indian",3.8,250,adarsh nagar,sadar,"plot no 6, near white hall lawn, opp b.h. towers, kamthee road, nagpur, netambit - 440009",False,0,nagpur
hotel barkat,north indian,3.7,300,mate square,pratap nagar,"besides reiliance mart, near mate square, shivalkar garden, pratap nagar, nagpur",False,0,nagpur
begam biryani,"biryani,indian",1.8,99,wardha road,wardha road,"achariz food khamla road jaiprakash  nagar near vvv public school, zone no.1 - laxminagar, nagpur urban, nagpur-1,  maharashtra - 440025",False,0,nagpur
rb's food,north indian,3.3,100,gittikhadan,sadar,"plot 43, girja 4th apartment, anant nagar, near sadar, nagpur",False,0,nagpur
katman momo,chinese,3.8,99,wardha road,wardha road,"achariz food khamla road jaiprakash  nagar near vvv public school, zone no.1 - laxminagar, nagpur urban, nagpur-1,  maharashtra - 440025",False,0,nagpur
hungry babaz,"indian,chinese,north indian",3.8,300,khamla,"pratab nagar, hungry babaz","jaiprakash nagar, nagpur440025",False,0,nagpur
thali junction,"north indian,biryani,sweets,snacks",3.8,200,ayodhya nagar,ayodhya nagar,khamla road jaiprakash nagar square near  vvv public school malviya nagar  khamla nagpur zone no 1 laxminagar nagpur urban 440025,False,0,nagpur
taste of punjab,"indian,chinese,north indian,tandoor,biryani,beverages,mughlai",3.7,300,khamla,"near hanuman mandir, main road","pr plaza, near hanuman mandir, main road, khamlay, vivekanand nagar, nagpur",False,0,nagpur
baharwali ki biryani,"biryani,indian",3.8,300,pratap nagar,pratap nagar,"wing e, 65 ugf shop, shewalkar garden, south ambazari road, nagpur - 440022",False,0,nagpur
rolls moon,"indian,snacks",1.5,99,wardha road,wardha road,"achariz food khamla road jaiprakash  nagar near vvv public school, zone no.1 - laxminagar, nagpur urban, nagpur-1,  maharashtra - 440025",False,0,nagpur
top n town ice cream,"ice cream,desserts",3.8,100,wardha road,wardha road,"ward no 4 bhim nagar isasani, near nitin traders and choudhari kirana, nagpur urban indl. area nagpur, zone no. 1- laxminagar , nagpur urban, nagpur-1 maharashtra-440025",False,0,nagpur
paratha express,"north indian,indian",3.8,200,wardha road,wardha road,"siddhivinayak , plot no. 5, high court society, rajiv nagar, nagpur , zone no.5-hanumannagar , nagpur urban, nagpur-1, maharashtra-440025",False,0,nagpur
biryani bronze,"biryani,north indian,indian",3.8,300,pratap nagar,pratap nagar,"wing e, 65 ugf shop, shewalkar garden, south ambazari road, nagpur-440022",False,0,nagpur
hot sizziling shawarma,"arabian,turkish",3.8,150,bajaj nagar,bajaj nagar,block no 20 ugf shewalkar garden opposite vnit college south ambazari road nagpur urban nagpur 440022 nagpur urban nagpur maharashtra,False,0,nagpur
egg break,"indian,fast food,snacks,beverages",3.8,150,sadar,sadar,shop no 4 house no 100 a a 6 ward no 61 mouza police line takli bhupan no 171/9 jafar nagar zone no 10 mangalwari nagpur urban nagpur maharashtra,False,0,nagpur
the scrumptious zone,"pizzas,fast food",3.8,400,dharampeth,dharampeth,"futala lake, vayusena nagar, nagpur, maharashtra 440021",True,0,nagpur
maggi figure,snacks,3.8,99,wardha road,wardha road,"achariz food khamla road jaiprakash  nagar near vvv public school, zone no.1 - laxminagar, nagpur urban, nagpur-1,  maharashtra - 440025",False,0,nagpur
cake o clock cakes and daily needs,bakery,3.8,200,ayodhya nagar,ayodhya nagar,"manewada juni wasti, besa road, zone no. 5, hanuman nagar-440034",False,0,nagpur
fast food nation,"fast food,pizzas,snacks",3.8,150,ayodhya nagar,ayodhya nagar,"562, new subhedhar layout, near thawre colony , nagpur , zone no.5- hanumannagar , nagpur urban, nagpur-1, maharashtra-440024",False,0,nagpur
natwar chat center,chaat,3.8,200,manish nagar,manish nagar,"1, ekmat society, near kaala maruti mandir, omkar nagar, nagpur, zone no 5, hanumannagar, nagpur (urban), nagpur, maharahstra- 440027",False,1,nagpur
ahoo thali,thalis,3.8,99,wardha road,wardha road,"achariz food khamla road jaiprakash  nagar near vvv public school, zone no.1 - laxminagar, nagpur urban, nagpur-1,  maharashtra - 440025",False,0,nagpur
shamails kitchen,"pizzas,fast food,beverages",3.8,150,sadar,sadar,falak plaza plot no 42 mohammad rafi chowk jailwal nagar zone no 7 satranjipura nagpur urban nagpur 1 maharashtra 440026,False,1,nagpur
bakes n more,"bakery,chinese",3.8,250,zingabai takli,koradi road,"3-a, bandhu nagar, near ibp petrol pump, koradi road, nagpur",False,1,nagpur
treat at street cafe,fast food,4.0,150,pratap nagar,"ring road, pratap nagar","besides cafe coffee day, pratap nagar 6,ring road nagpur 440022",False,1,nagpur
rajwada thali,"north indian,sweets",3.8,200,sitabuldi,sitabuldi,khamla road jaiprakash nagar square near  vvv public school malviya nagar  khamla nagpur zone no 1 laxminagar nagpur urban 440025,True,0,nagpur
the bun story,"snacks,beverages,chinese,desserts",3.8,250,kotwal nagar,kotwal nagar,"plot no. 43 , shop no. 102 , ganesh jyoti apartments, kotwal nagar, khamla, , zone no.1 -laxminagar, nagpur (urban), nagpur, maharashtra - 440025",False,0,nagpur
kitchen glory ,"north indian,maharashtrian",3.3,300,manish nagar,narendra nagar,"plot 42, santaji society, dandekar layout, narendra nagar, nagpur",False,0,nagpur
spice mystery paratha express,"north indian,indian",3.0,150,somalwada,"c/o spice mystery, high court society","spice mystery, plot no. 5, high court society, rajiv nagar, nagpur",False,0,nagpur
foodiezz snack attack,north indian,3.8,250,gittikhadan,gittikhadan,land mark satymaran manidir gittkhdan mizirana colony nagpur 440013.,True,1,nagpur
the shawarma point,"arabian,combo",3.9,150,pratap nagar,pratap nagar,"g- 26, gayatri nagar, nagpur zone no 5 hanumannagar nagpur urban nagpur 1 maharashtra  - 440022",False,1,nagpur
chefu's saoji & family restaurant,"north indian,fast food",3.8,300,pratap nagar,pratap nagar,"plot no.86, opposite shitla mata mandir, subhash nagar, parsodi, nagpur, zone no.5-hanumannagar, nagpur (urban), nagpur, maharashtra - 440022",False,1,nagpur
jawai saoji,"north indian,mughlai,indian",3.8,250,wardha road,wardha road,khamla road jaiprakash nagar square near  vvv public school malviya nagar  khamla nagpur zone no 1 laxminagar nagpur urban 440025,False,0,nagpur
thali choice,"thalis,sweets",3.8,99,pratap nagar,pratap nagar,"bhim nagar, near chaoudhary kirana, tahsil-hingna, nagpur (rural), nagpur, maharashtra - 440016",False,0,nagpur
goto poha,snacks,3.8,150,manish nagar,manish nagar,"plot no 24 milind society narendra nagar,  zone no.5-hanumannagar, nagpur urban,  nagpur-1, maharashtra - 440015",False,0,nagpur
food culture india,"jain,snacks,north indian",3.8,300,ayodhya nagar,ayodhya nagar,"94 vinkar vasahat, zone  no.5- hanumannagar, nagpur urban, nagpur-1, maharashtra - 440027",False,1,nagpur
the j s pizza,"pizzas,italian",3.8,400,pratap nagar,pratap nagar,"shop lgf 5, sewalkar garden complex, south ambazari rd, sewalkar garden complex,3, , zone no.1 -laxminagar, nagpur(urban), nagpur, maharashtra -440022",False,0,nagpur
mazi thali,"indian,thalis,desserts",3.8,300,ayodhya nagar,ayodhya nagar,khamla road jaiprakash nagar square near  vvv public school malviya nagar  khamla nagpur zone no 1 laxminagar nagpur urban 440025,False,0,nagpur
nikhil saoji foods,"indian,north indian,biryani",3.8,400,khamla,"pratab nagar, nikhil",achariz food khamla road jaiprakash nagar near vvv public school zone no 1 laxminagar nagpur urban nagpur 1 maharashtra -440025,False,0,nagpur
thali makers,"indian,desserts",2.0,200,pratap nagar,pratap nagar,khamla road jaiprakash nagar square near  vvv public school malviya nagar  khamla nagpur zone no 1 laxminagar nagpur urban 440025,False,0,nagpur
thali chioce,thalis,3.8,250,pratap nagar,pratap nagar,khamla road jaiprakash nagar square near  vvv public school malviya nagar  khamla nagpur zone no 1 laxminagar nagpur urban 440025,False,0,nagpur
shalu pure veg restaurant,"indian,sweets",3.8,200,wardha road,wardha road,khamla road jaiprakash nagar square near  vvv public school malviya nagar  khamla nagpur zone no 1 laxminagar nagpur urban 440025,True,0,nagpur
hungry thali,"thalis,snacks,sweets",3.8,200,wardha road,wardha road,khamla road jaiprakash nagar square near  vvv public school malviya nagar  khamla nagpur zone no 1 laxminagar nagpur urban 440025,False,0,nagpur
crescent delightss,"bakery,desserts,cafe,sweets,ice cream cakes",3.8,200,khamla,pratap nagar,"crescent delightss, plot number 24, shastri layout, khamla, nagpur, maharashtra, india",False,1,nagpur
hotel suhana,"north indian,chinese,biryani,fast food,snacks,pizzas",3.8,300,sadar,sadar,plot no 10 shop no 02 telephone exchange kapil nagar uppalwadi nagpur 440026,False,0,nagpur
mahi restaurant,north indian,3.8,500,ayodhya nagar,ayodhya nagar,"plot no 39, ring rd, lovkush nagar, manewada, nagpur, maharashtra 440034, india",False,0,nagpur
briyani mahal,biryani,3.8,200,sadar,sadar,"33 surana layout, anant nagar, behind police line takli, surana layout, anant nagar, nagpur, maharashtra 440013, india",False,0,nagpur
hotel yarana,"north indian,biryani,chinese,fast food,pizzas,south indian",3.8,300,sadar,sadar,plot no 10 shop no 02 telephone exchange kapil nagar uppalwadi nagpur 440026,False,0,nagpur
mad casa cafe,indian,4.2,250,pardi,ashutosh showroom,"s no 188/2, new datta nagar, near ayodhya nagari, wakad, pune pcmc ward no-56, pune pcmc, maharashtra-411057",True,1,nagpur
sapphire's cafe,"continental,snacks,indian,beverages",3.8,250,sadar,sadar,"4/41 ekta colony behind jaiswal restaurant, ekta colony near yadav nagar",False,1,nagpur
krypto kitchen,"chinese,biryani",3.8,250,pratap nagar,pratap nagar,"s ambazari rd, gopal nagar, gayatri nagar, pratap nagar, nagpur, maharashtra 440022, india",False,0,nagpur
bakasur meals,"south indian,indian,north indian,beverages,biryani",3.8,300,pratap nagar,pratap nagar,"shop no.1, g-14, gurusai apartment, gayatri nagar, nagpur 440022",False,1,nagpur
roll zone,snacks,3.8,200,wardha road,manish nagar,"siddhivinayak , plot no. 5, high  court society, rajiv nagar, nagpur,  zone no.5-hanumannagar, nagpur urban,  nagpur-1, maharashtra - 440025",False,0,nagpur
bowl up,"north indian,biryani,desserts",3.8,300,pratap nagar,pratap nagar,"shop lgf 5, sewalkar garden complex, south ambazari rd, sewalkar garden complex,3, , zone no.1 -laxminagar, nagpur(urban), nagpur, maharashtra -440022",False,0,nagpur
pav bhaji company,"street food,juices,indian",3.8,200,pratap nagar,pratap nagar,"shop lgf 5, sewalkar garden complex, south ambazari rd, sewalkar garden complex,3, , zone no.1 -laxminagar, nagpur(urban), nagpur, maharashtra -440022",False,0,nagpur
patalachi ketli amruttulya,"beverages,snacks",3.8,150,ayodhya nagar,ayodhya nagar,"plot no 200,besa road, manewada,  sevadal nagar nagpur, zone no.5- hanumannagar, nagpur (urban), nagpur,  maharashtra - 440027",True,0,nagpur
six degrees,"north indian,italian,snacks",3.8,1000,pratap nagar,pratap nagar,8 gopal nagar opp vnit nagpur tahsil hingna nagpur rural nagpur 2 maharashtra,False,0,nagpur
bhagyashree restaurant,"north indian,chinese",3.8,350,pratap nagar,pratap nagar,gopal nagar parsodi road near koyna kirana stores ward no 94 nagpur nagpur 1 maharashtra,False,0,nagpur
jumbo,"fast food,desserts",3.8,200,pratap nagar,pratap nagar,"shewalkar gardens, opp. vnit main gate, 49-51, s ambazari rd, opp. vnit main gate, gayatri nagar, pratap nagar, nagpur, maharashtra 440022, india",True,0,nagpur
sampoorna,"indian,italian,sweets,snacks",3.8,150,pratap nagar,pratap nagar,"shop lgf 5, sewalkar garden complex, south ambazari rd, sewalkar garden complex,3, , zone no.1 -laxminagar, nagpur(urban), nagpur, maharashtra -440022",False,0,nagpur
khichadi's,"home food,north indian",2.8,200,manewada,manewada cement road,"manewada besa road, opposite indian bank, near tata square, vaidehi tower, nagpur, maharashtra 440027",True,0,nagpur
momoya,chinese,3.8,300,pratap nagar,pratap nagar,"shop lgf 5, sewalkar garden complex, south ambazari rd, sewalkar garden complex,3, , zone no.1 -laxminagar, nagpur(urban), nagpur, maharashtra -440022",False,0,nagpur
tasty streaks,"north indian,indian",3.8,300,ayodhya nagar,ayodhya nagar,"manewada rd, swaraj nagar, omkar nagar, nagpur, maharashtra 440027, india",False,0,nagpur
krishna classic restaurant,"chinese,indian",3.8,250,pratap nagar,pratap nagar,near ramkrishna mandirsimdhi colony zone no 1 laxmi nagar nagpur urban nagpur maharashtra 440025,False,0,nagpur
food tales,"north indian,chinese,snacks,beverages",3.8,200,wardha road,wardha road,"siddhivinayak , plot no. 5, high court society, rajiv nagar, nagpur , zone no.5-hanumannagar , nagpur, urban, nagpur-1, maharashtra-440025",False,0,nagpur
ayushi chinese and rolls,chinese,3.8,200,pratap nagar,shiwalkar garden,"ambazari road, shiwalkar garden, nagpur",False,0,nagpur
snack eat,"snacks,street food",3.8,100,pratap nagar,pratap nagar,"shop lgf 5, sewalkar garden complex, south ambazari rd, sewalkar garden complex,3, ,  zone no.1 -laxminagar, nagpur(urban), nagpur, maharashtra -440022",False,0,nagpur
fruitango,"beverages,chinese",3.8,150,pratap nagar,pratap nagar,"shop lgf 5, sewalkar garden complex, south ambazari rd, sewalkar garden complex,3, , zone no.1 -laxminagar, nagpur(urban), nagpur, maharashtra -440022",False,0,nagpur
foodie mate,"fast food,pizzas,american,beverages",3.8,200,pratap nagar,pratap nagar,"shop no24 near shewalkar garden gopal nagar nagpur,zone no 1,laxminagar,nagpur",False,0,nagpur
house of cakes,bakery,3.8,300,pratap nagar,pratap nagar,"34, nishigandha appartment, swawlambi nagar, nagpur, zone no.1 -laxminagar, nagpur (urban), nagpur, maharashtra - 440022",False,0,nagpur
jain foods,"fast food,pizzas,indian,snacks",3.8,200,ayodhya nagar,ayodhya nagar,94 vinkar vasahat zone no 5 hanumannagar nagpur urban  nagpur 1 440027,False,1,nagpur
the indo chinese,"chinese,beverages",3.8,200,pratap nagar,pratap nagar,"41, jaitala rd, parsodi, nagpur, maharashtra 440022, india",False,1,nagpur
jiyansh food mania,"chinese,pizzas,burgers,snacks",3.8,200,sadar,jaripatka,"sugar nagar mhada colony qw no c 26,h i g tathagat chowk nari road nagpur,zone no 9 asinagar,maharashtra",False,1,nagpur
new thali king,"thalis,north indian,biryani,chinese",4.0,300,trimurti nagar,"new thali king, shelwalkar garden apartment","plot no.169, s-1, shivshakti apartment, lokaseva society, sujata layout, nagpur",False,1,nagpur
shree balaji family restaurant,"indian,south indian,chinese,tandoor,kebabs,combo",3.7,300,mhalgi nagar,ayodhya nagar,"shop 1234, satyam plaza, hudkeshwar road, mahalgi nagar square, ayodhya nagar, nagpur",False,1,nagpur
litti chokha express,"indian,italian,desserts",3.8,300,ayodhya nagar,ayodhya nagar,"94 vinkar vasahat, zone no.5- hanumannagar, nagpur urban, nagpur-1, maharashtra - 440027",False,1,nagpur
dosa central,"south indian,beverages",3.8,300,pratap nagar,pratap nagar,"shop no.1, g-14, gurusai apartment, gayatri nagar, nagpur 440022",False,1,nagpur
the hakka story,"chinese,combo",3.8,200,pratap nagar,pratap nagar,"41, jaitala rd, parsodi, nagpur, maharashtra 440022, india",False,1,nagpur
shivapriya in,"indian,north indian,chinese,biryani,snacks",3.8,99,pratap nagar,pratap nagar,"khamla road jaiprakash nagar  square,near vvv public  school,malviya  nagar.khamla,nagpur, zone no.1 - laxminagar, nagpur urban, nagpur-1,  maharashtra - 440025",False,1,nagpur
trimurti in,"north indian,chinese,biryani",3.8,99,wardha road,wardha road,"khamla road jaiprakash nagar  square,near vvv public  school,malviya  nagar.khamla,nagpur, zone no.1 - laxminagar, nagpur urban, nagpur-1,  maharashtra - 440025",False,1,nagpur
shiva,"north indian,indian,chinese,sweets",3.8,99,wardha road,wardha road,"khamla road jaiprakash nagar  square,near vvv public  school,malviya  nagar.khamla,nagpur, zone no.1 - laxminagar, nagpur urban, nagpur-1,  maharashtra - 440025",False,1,nagpur
panchavaktra in,"indian,biryani,chinese,snacks",3.8,99,wardha road,wardha road,"khamla road jaiprakash nagar  square,near vvv public  school,malviya  nagar.khamla,nagpur, zone no.1 - laxminagar, nagpur urban, nagpur-1,  maharashtra - 440025",False,1,nagpur
maheshwara inn,indian,3.8,99,pratap nagar,pratap nagar,"khamla road jaiprakash nagar  square,near vvv public  school,malviya  nagar.khamla,nagpur, zone no.1 - laxminagar, nagpur urban, nagpur-1,  maharashtra - 440025",False,1,nagpur
vishveshwara,"north indian,chinese,snacks",3.8,99,pratap nagar,pratap nagar,"khamla road jaiprakash nagar  square,near vvv public  school,malviya  nagar.khamla,nagpur, zone no.1 - laxminagar, nagpur urban, nagpur-1,  maharashtra - 440025",False,1,nagpur
vishnuvallabha in,"north indian,chinese,biryani,snacks",3.8,99,wardha road,wardha road,"khamla road jaiprakash nagar  square,near vvv public  school,malviya  nagar.khamla,nagpur, zone no.1 - laxminagar, nagpur urban, nagpur-1,  maharashtra - 440025",False,1,nagpur
veerabhadra inn,"indian,chinese,biryani,snacks",3.8,99,wardha road,wardha road,"khamla road jaiprakash nagar  square,near vvv public  school,malviya  nagar.khamla,nagpur, zone no.1 - laxminagar, nagpur urban, nagpur-1,  maharashtra - 440025",False,1,nagpur
ruhi's kitchen,"chinese,snacks",3.8,200,ayodhya nagar,ayodhya nagar,"plot 34, vinkar vasahat manewada road, zone no.5-hanumannagar, nagpur (urban), nagpur, maharashtra, 440027",False,1,nagpur
nitin tiwari,north indian,3.8,250,ayodhya nagar,ayodhya nagar,khamla road jaiprakash nagar square near  vvv public school malviya nagar  khamla nagpur zone no 1 laxminagar nagpur urban 440025,False,1,nagpur
shankara in,"north indian,chinese,biryani,snacks",3.8,99,pratap nagar,pratap nagar,"khamla road jaiprakash nagar  square,near vvv public  school,malviya  nagar.khamla,nagpur, zone no.1 - laxminagar, nagpur urban, nagpur-1,  maharashtra - 440025",False,1,nagpur
parameshwara,"indian,north indian,chinese,snacks",3.8,99,pratap nagar,pratap nagar,"khamla road jaiprakash nagar  square,near vvv public  school,malviya  nagar.khamla,nagpur, zone no.1 - laxminagar, nagpur urban, nagpur-1,  maharashtra - 440025",False,1,nagpur
sadashiva in,"north indian,chinese,biryani,snacks",3.8,99,wardha road,wardha road,"khamla road jaiprakash nagar  square,near vvv public  school,malviya  nagar.khamla,nagpur, zone no.1 - laxminagar, nagpur urban, nagpur-1,  maharashtra - 440025",False,1,nagpur
shambhu inn,"north indian,indian,chinese,desserts",3.8,99,pratap nagar,pratap nagar,"khamla road jaiprakash nagar  square,near vvv public  school,malviya  nagar.khamla,nagpur, zone no.1 - laxminagar, nagpur urban, nagpur-1,  maharashtra - 440025",False,1,nagpur
kailashvasi inn,"north indian,chinese,snacks,biryani",3.8,99,pratap nagar,pratap nagar,"khamla road jaiprakash nagar  square,near vvv public  school,malviya  nagar.khamla,nagpur, zone no.1 - laxminagar, nagpur urban, nagpur-1,  maharashtra - 440025",False,1,nagpur
shakechilee,beverages,3.8,150,trimurti nagar,"it park road, gayatri nagar","g-14, gayatri nagar, near it park, nagpur",False,1,nagpur
anna action south indian restaurant,"south indian,north indian",3.2,150,manewada,besa road,72 jai gurudeo nagar behind happy foods manewada,True,1,nagpur
the breakfast story,beverages,4.5,600,trimurti nagar,"hingna road, jaitala, hingna t point","opposite transmitting station, hingna road, jaitala, hingna t point, nagpur",False,1,nagpur
only thalis.com,"indian,north indian",3.8,600,nandanvan,wathoda,"life space, plot no.1, sangharsh nagar chowk, near swami narayan tempel, wathoda ring road, nagpur-440008",True,1,nagpur
hotel al rahman - yashodhara,"biryani,north indian,mughlai,chinese",4.0,300,itwari,pachpaoli,"plot number 54, pravesh nagar, ittabhatta chowk, nagpur",False,1,nagpur
chai villa pratapnagar,beverages,3.8,250,pratap nagar,pratap nagar,p no 9 m dhanashree apartment ring road nagpur zone no 3 neharunagar nagpur urban nagpur 1 maharashtra,True,1,nagpur
cupcakes and more,"bakery,desserts",3.8,300,pratap nagar,pratap nagar,"6, ring road, nit layout, pratap nagar, nagpur",False,1,nagpur
lassi central,"beverages,ice cream",3.8,300,pratap nagar,pratap nagar,"shop no.1, g-14, gurusai apartment, gayatri nagar, nagpur 440022",False,1,nagpur
small kitchen,north indian,3.8,390,narendra nagar,wardha road,"4, guru datta colony, madhuban layout, badil kheda, nagpur, maharashtra 440015, india",False,1,nagpur
a n kitchen,"indian,snacks",3.8,150,wardhaman nagar,wardhaman nagar,"s/o shamim ahmed tigala,plot no  380,near buddha vihar ,near jai  bheem chowk ,mahendra  nagar ,near dr.ambedkar marg  nagpur, zone no.9-asinagar, nagpur  (urban), nagpur, maharashtra - 440018",False,1,nagpur
bowl baby bowl,"indian,north indian,desserts",3.8,300,pratap nagar,pratap nagar,"shop no.1, g-14, gurusai apartment, gayatri nagar, nagpur 440022",False,1,nagpur
goswami veg restaurant,south indian,4.0,150,kharbi,mitra vihar nagar,"plot no. 4 a, mitra vihar nagar, kharbi ring road, hanuman nagar, nagpur, nagpur urban, nagpur-1 (maharashtra), - 440009",True,1,nagpur
one new experience,"beverages,continental,desserts,juices",3.8,250,khamla,pratap nagar,"plot no. 11, pandurang gawande nagar, near telecom nagar",False,1,nagpur
rashi hungry point,indian,3.8,200,dighori,ashirwad nagar ring road nagpur,1133/34 vidharbha  premium  amrut  mahautsav  appartment  ashirwad  nagar  new  narsala  road  nagpur  440024,False,1,nagpur
cakes only,"bakery,desserts",3.8,300,manewada,manewada besa road,"near jaigurudeo nagar manewada besa road, near happy food ngpur 440027.",True,1,nagpur
yellow chilly,"north indian,biryani,chinese,tandoor",3.5,200,trimurti nagar,subhash nagar,"sanchiti complex, flat no. 104, ring rd, trimurtee nagar, nagpur, maharashtra 440022",False,1,nagpur
orbiyo natural icecream,ice cream,3.8,350,sadar,sadar,plot no 41 shop no y/1 jagruti colony nagpur nagpur urban nagpur maharashtra,True,1,nagpur
shree balaji south food point,south indian,3.8,300,wardha road,wardha road,"flat no c-002, vandana apartments, wardha road, near nit ground pawanbhumi, somalwada, nagpur-440025",False,1,nagpur
slay coffee,"beverages,desserts",3.8,200,ayodhya nagar,chikhli lay out,"plot no.6&7 ,chikhli lay out,near uday nagar ring road,uday nagar ,nagpur 440024,,maharashtra",False,1,nagpur
aunty momos,"tibetan,chinese,beverages,snacks",3.8,100,"khamla,",pratap nagar,"pl. no. 125, shashtri layout, khamla, nagpur",False,1,nagpur
punjab kesari hotel,north indian,3.8,400,surya nagar,wardhaman nagar,"transport nagar, bhandra road, wardhaman nagar, nagpur",False,1,nagpur
cake honey buzz (pure veg),"bakery,desserts,snacks",4.0,300,suyog nagar,pratap nagar,"plot 263, shree nagar, manish nagar, nagpur",True,1,nagpur
mana saoji restaurant,"tandoor,chinese,indian,beverages,fast food,snacks",3.8,200,manewada-besa road,ayodhya nagar,"plot no. 1 geeta nagar, manewada, besa road, nagpur, nagpur  440027",False,1,nagpur
maa annapurna restaurant,"thalis,south indian,biryani,street food,chinese,chaat",3.7,300,manewada,ayodhya nagar,"manewada besa road, opposite indian bank, near tata square, vaidehi tower, nagpur, maharashtra 440027",False,1,nagpur
new dahiya momos and chinese,chinese,4.6,250,pratap nagar,pratap nagar,"mahesh apartment, opposite axis bank, trimurtee nagar, nagpur, maharashtra 440022, india",False,1,nagpur
biryani adda,"biryani,north indian,mughlai,chinese",3.6,300,itwari,gandhibagh,"plot number 54, pravesh nagar, ittabhatta chowk, nagpur",False,1,nagpur
delicious bites cafe,"chinese,fast food,pizzas",3.8,250,ayodhya nagar,ayodhya nagar,"shop no. 01, madhurmilan apts,  raghuji nagar, near chota taj bag,  nagpur, zone no.5-hanumannagar,  nagpur urban, nagpur-1, maharashtra -  440024",False,1,nagpur
sarang food court,"pizzas,continental,italian",3.8,300,mhalgi nagar,ayodhya nagar,"rupali sarang zade, plot no 7 , mahtma gandhi nagar, hudkeshwar main road, nagpur, district - nagpur-1, state - maharashtra",False,1,nagpur
saoji tadka,"north indian,snacks,biryani",3.8,300,manish nagar,manish nagar,"4, amar trupti society, beltarodi, nagpur (rural), nagpur, maharashtra- 440027",False,1,nagpur
high on caffeine,"beverages,fast food",3.8,150,pratap nagar,pratap nagar,shop no sx 2 ashad apartment trimurti nagar nagpur muncipal corporation zone 01 lakshminagar nagpur maharashtra,True,1,nagpur
gokul family restaurant,"indian,chinese,biryani",3.8,300,dighori,ayodhya nagar,"plot no 1/28, hudkeshwar main road, chandrakiran nagar, nagpur. , district - nagpur-1, state - maharashtra",False,1,nagpur
jalgaon express,"north indian,indian,thalis",3.2,250,pratap nagar,surendra nagar,"plot no 97, shastri layout,khamla, zone no.4 -dhantoli, nagpur urban, nagpur-1, maharashtra - 440022",False,1,nagpur
chai kaapi,indian,3.8,300,gittikhadan,gittikhadan,"pioneers sunshine, ground floor, kt nagar, besides dominos pizza, katol road, nagpur",False,1,nagpur
magic flavours,"indian,chinese",3.8,150,ayodhya nagar,ayodhya nagar,plot no 14 rukmini nagar near anusaya mata mandir new subhedar layout ayodhya nagar nagpur zone no 3 neharunagar nagpur urban nagpur maharashtra,True,1,nagpur
